date,open,close,high,low,volume
2024-01-02,154.54,149.41,154.84,149.21,214032.68
2024-01-03,148.71,148.43,149.84,147.09,197575.81
2024-01-04,148.14,144.05,148.35,142.68,272417.62
2024-01-05,143.85,143.76,147.41,142.42,210353.18
2024-01-08,143.09,142.9,146.13,142.03,193854.05
2024-01-09,142.86,141.66,144.21,138.85,233916.25
2024-01-10,139.99,143.53,145.86,139.62,232119.6
2024-01-11,143.53,147.49,150.3,141.48,328018.02
2024-01-12,146.71,147.31,149.89,145.0,254622.28
2024-01-15,146.24,144.52,146.43,142.28,172721.93
2024-01-16,144.48,149.52,149.81,143.44,284692.7
2024-01-17,149.44,145.04,149.44,144.57,217615.25
2024-01-18,143.0,147.29,147.86,142.91,307787.79
2024-01-19,146.52,147.57,150.42,146.14,265949.08
2024-01-22,146.24,148.29,152.38,143.52,404888.1
2024-01-23,147.67,146.63,151.29,145.94,323058.95
2024-01-24,147.19,146.22,147.66,142.44,248709.83
2024-01-25,144.81,147.67,147.76,142.63,294796.09
2024-01-26,145.28,142.9,147.17,142.9,271812.7
2024-01-29,142.37,140.06,143.65,140.06,217675.0
2024-01-30,138.61,134.09,140.46,133.76,327274.25
2024-01-31,138.14,144.42,145.72,137.19,595221.08
2024-02-01,144.41,141.97,145.3,141.55,279688.44
2024-02-02,141.0,139.09,141.95,136.59,307060.37
2024-02-05,135.86,144.75,147.19,135.57,471326.13
2024-02-06,144.04,150.84,151.72,143.68,437459.26
2024-02-07,150.52,152.05,152.23,148.62,366070.4
2024-02-08,151.95,155.13,157.19,151.36,309011.56
2024-02-19,157.15,152.51,157.15,151.56,270924.76
2024-02-20,154.22,150.84,154.22,148.68,221947.91
2024-02-21,149.93,153.57,155.57,148.94,257826.63
2024-02-22,153.7,152.76,153.7,151.36,209559.47
2024-02-23,154.31,152.91,154.33,151.53,210176.39
2024-02-26,151.7,148.62,152.42,147.38,360664.25
2024-02-27,147.74,150.36,150.38,147.23,290400.75
2024-02-28,150.69,149.58,155.57,149.58,400917.11
2024-02-29,148.71,155.77,156.02,148.29,391675.04
2024-03-01,155.79,156.76,157.73,154.72,281013.36
2024-03-04,157.19,156.14,159.92,155.07,268085.77
2024-03-05,154.43,156.86,157.38,152.43,275495.99
2024-03-06,154.89,155.9,159.0,154.05,187180.09
2024-03-07,155.29,152.57,156.4,151.93,221450.21
2024-03-08,151.6,150.52,153.19,149.24,202170.23
2024-03-11,157.19,172.29,173.05,156.33,763350.47
2024-03-12,174.66,177.05,177.61,171.48,621649.0
2024-03-13,178.15,176.42,178.81,174.63,347957.98
2024-03-14,176.14,175.11,179.07,174.3,305356.46
2024-03-15,174.94,172.44,175.2,168.48,354836.44
2024-03-18,181.05,181.92,184.59,180.01,483051.73
2024-03-19,181.48,178.39,183.2,177.77,269575.76
2024-03-20,176.73,180.51,182.19,176.73,210315.84
2024-03-21,180.54,180.13,182.8,180.13,187567.2
2024-03-22,180.14,177.68,180.92,176.24,191033.67
2024-03-25,176.79,176.06,179.29,175.75,164133.65
2024-03-26,176.91,182.72,183.99,176.9,302473.08
