date,open,close,high,low,volume
2024-01-02,104.35,102.13,105.54,100.01,6341.25
2024-01-03,102.19,99.38,102.19,99.13,3629.47
2024-01-04,99.38,98.49,99.48,96.6,4661.39
2024-01-05,97.59,97.01,100.57,96.46,7271.52
2024-01-08,96.32,92.37,97.63,91.67,6680.27
2024-01-09,91.69,94.41,95.28,90.9,8968.2
2024-01-10,93.94,90.99,94.61,90.62,5415.52
2024-01-11,91.6,92.18,92.71,89.89,9095.28
2024-01-12,92.12,90.51,92.29,89.73,3711.64
2024-01-15,90.1,87.82,90.91,87.63,4622.37
2024-01-16,86.68,86.79,88.48,85.14,2982.04
2024-01-17,86.78,83.09,86.78,82.89,3739.97
2024-01-18,83.05,83.95,84.8,79.88,5669.15
2024-01-19,84.13,82.58,88.12,82.24,5558.91
2024-01-22,82.39,79.5,82.92,78.32,7731.16
2024-01-23,79.5,79.55,81.29,63.74,7082.35
2024-01-24,79.65,80.12,81.25,77.89,4871.12
2024-01-25,81.07,81.66,82.48,79.26,3563.45
2024-01-26,81.66,78.33,81.66,77.68,3963.32
2024-01-29,78.87,74.83,81.65,74.72,6496.1
2024-01-30,74.12,71.7,75.64,71.7,3641.69
2024-01-31,74.68,68.41,74.68,68.08,5709.06
2024-02-01,68.39,68.69,71.17,67.6,7254.96
2024-02-02,68.42,63.72,68.7,60.04,7758.96
2024-02-05,62.46,58.52,63.33,53.78,10343.9
2024-02-06,58.38,61.3,62.89,53.99,11776.02
2024-02-07,62.73,62.39,68.37,60.51,12990.22
2024-02-08,64.23,67.36,69.01,61.62,11515.74
2024-02-19,69.21,65.33,69.56,63.69,12015.22
2024-02-20,65.63,67.87,69.51,64.24,11850.79
2024-02-21,68.42,67.33,71.27,65.73,8900.11
2024-02-22,67.35,69.17,70.07,66.73,7473.57
2024-02-23,69.66,70.8,71.48,67.77,10504.9
2024-02-26,71.19,72.79,75.67,70.01,8773.4
2024-02-27,72.7,75.53,76.13,71.96,10628.62
2024-02-28,75.53,67.07,77.56,66.52,12188.28
2024-02-29,66.07,72.21,72.58,66.07,10245.59
2024-03-01,72.21,74.36,74.36,71.42,8949.09
2024-03-04,74.25,74.39,76.64,70.09,12589.26
2024-03-05,73.57,70.09,74.49,69.39,11995.57
2024-03-06,70.71,69.44,70.9,67.33,7938.31
2024-03-07,70.71,66.92,71.08,66.32,10999.87
2024-03-08,67.52,69.16,69.98,65.41,10173.95
2024-03-11,69.11,70.43,70.58,67.41,7991.21
2024-03-12,70.89,72.98,74.99,70.89,11532.82
2024-03-13,73.69,72.7,73.99,71.99,7757.13
2024-03-14,72.15,72.97,73.35,71.21,9283.36
2024-03-15,71.8,72.96,72.96,70.71,8578.18
2024-03-18,72.9,76.09,76.97,72.06,12372.07
2024-03-19,75.78,76.28,77.47,74.99,9030.65
2024-03-20,76.63,77.13,77.93,75.09,9061.73
2024-03-21,76.98,75.43,78.82,74.69,7593.04
2024-03-22,75.43,74.01,76.98,74.01,6543.56
2024-03-25,73.67,71.08,74.07,70.78,6777.71
2024-03-26,70.74,68.68,72.06,67.34,7316.42
2024-03-27,68.5,66.51,69.17,66.22,7386.38
2024-03-28,66.51,68.7,71.19,65.67,7082.48
2024-03-29,67.75,69.05,69.29,67.3,3806.49
2024-04-01,68.7,70.51,71.74,68.7,8175.4
2024-04-02,70.47,69.08,70.71,68.08,7069.49
2024-04-03,68.27,68.4,70.14,66.32,6902.99
2024-04-08,68.22,64.45,68.24,63.34,11727.48
2024-04-09,63.73,65.04,65.8,62.54,6669.92
2024-04-10,63.73,62.56,63.82,61.95,4736.16
2024-04-11,62.72,62.85,65.23,62.53,5342.79
2024-04-12,62.85,62.26,64.73,62.26,3885.42
2024-04-15,62.27,59.07,63.52,57.76,10343.38
2024-04-16,56.76,58.19,59.75,55.28,9913.3
2024-04-17,58.74,57.91,59.75,56.33,9163.52
2024-04-18,57.73,58.16,59.22,56.24,6854.43
2024-04-19,58.16,56.21,58.16,56.21,6584.21
2024-04-22,56.71,58.5,58.61,54.01,5393.65
2024-04-23,58.64,59.0,59.63,57.67,7222.11
2024-04-24,59.51,58.16,60.21,58.12,4969.99
2024-04-25,58.0,60.45,61.13,57.44,7214.26
2024-04-26,61.24,62.1,62.54,60.1,5369.48
2024-04-29,63.96,64.36,65.39,62.12,5843.43
2024-04-30,63.72,65.46,66.1,63.72,7568.75
2024-05-06,66.82,68.42,69.27,66.51,7745.43
2024-05-07,68.74,68.02,69.19,67.71,4682.11
2024-05-08,66.02,65.99,67.52,65.81,6935.41
2024-05-09,66.64,67.4,68.3,65.97,5255.46
2024-05-10,67.31,64.85,68.32,63.78,5977.88
2024-05-13,64.84,64.39,65.71,62.62,8846.2
2024-05-14,64.36,64.37,65.66,62.85,6238.08
2024-05-15,64.73,66.57,67.86,63.44,6479.85
2024-05-16,66.05,67.45,68.03,65.98,4668.57
2024-05-17,66.87,69.51,69.59,66.78,5874.71
2024-05-20,69.05,66.42,70.31,66.2,8903.97
2024-05-21,66.1,65.73,66.52,64.84,5911.57
2024-05-22,64.53,64.25,66.52,63.4,9883.94
2024-05-23,64.19,64.46,65.93,63.66,5615.12
2024-05-24,64.03,61.63,64.3,61.62,11105.68
2024-05-27,61.87,61.13,62.38,58.94,11680.42
2024-05-28,61.28,60.15,62.67,59.88,6767.96
2024-05-29,60.12,60.17,61.88,59.63,5134.07
2024-05-30,58.88,60.99,62.24,58.75,4948.35
2024-05-31,60.55,61.64,62.04,60.43,8623.14
2024-06-03,62.54,59.97,62.62,59.55,5068.85
2024-06-04,60.49,58.72,60.49,57.79,5545.36
2024-06-05,58.72,59.25,60.49,58.11,5886.77
2024-06-06,58.85,57.35,60.78,56.83,7746.58
2024-06-07,58.24,57.21,58.64,56.45,4465.09
2024-06-11,55.88,60.19,60.41,55.88,7393.64
2024-06-12,59.5,60.53,62.02,59.45,4934.96
2024-06-13,60.17,60.6,62.6,60.17,11170.64
2024-06-14,59.73,59.84,60.25,58.56,7437.39
2024-06-17,58.75,63.54,64.72,58.75,12442.32
2024-06-18,63.63,64.12,64.7,63.1,7707.57
2024-06-19,64.47,64.6,65.39,62.35,9293.36
2024-06-20,63.89,63.96,66.41,63.34,13840.47
2024-06-21,63.18,61.27,63.92,60.75,13916.34
2024-06-24,60.73,55.64,61.24,55.37,13792.77
2024-06-25,55.76,52.49,55.86,51.16,11920.58
2024-06-26,51.98,54.1,54.34,51.84,8243.78
2024-06-27,54.1,52.71,54.36,52.38,7606.64
2024-06-28,52.74,51.89,53.92,51.46,8076.24
2024-07-01,51.78,51.66,52.87,50.28,5317.28
2024-07-02,51.29,49.72,51.45,49.39,7725.01
2024-07-03,49.65,48.59,49.94,48.06,5814.32
2024-07-04,48.59,46.19,49.1,45.54,12417.59
2024-07-05,46.69,45.89,46.69,44.7,7556.67
2024-07-08,45.89,43.06,46.76,42.84,15597.47
2024-07-09,44.81,43.52,44.99,42.64,13509.96
2024-07-10,43.32,43.04,44.05,42.83,10272.03
2024-07-11,44.13,49.97,50.65,44.13,22524.99
2024-07-12,49.84,49.29,50.67,48.31,18027.36
2024-07-15,48.63,48.18,49.77,47.61,10464.35
2024-07-16,47.63,48.68,49.1,47.17,9868.57
2024-07-17,48.76,47.6,49.29,47.48,8801.6
2024-07-18,46.8,47.5,48.07,45.84,10851.7
2024-07-19,47.9,49.33,50.24,46.78,11413.84
2024-07-22,49.22,48.81,49.72,48.53,8017.35
2024-07-23,48.95,44.73,48.95,44.61,12912.08
2024-07-24,45.2,43.22,45.49,42.98,7981.29
2024-07-25,42.88,42.6,43.88,42.03,7520.81
2024-07-26,42.42,43.44,43.79,42.2,7032.93
2024-07-29,43.45,43.09,43.88,42.38,6961.36
2024-07-30,43.21,43.7,44.18,42.3,6748.14
2024-07-31,43.52,46.89,46.99,43.05,10721.41
2024-08-01,46.42,47.2,48.84,45.98,12811.39
2024-08-02,46.88,45.1,47.15,45.02,8319.91
2024-08-05,44.98,42.89,45.46,42.89,7995.1
2024-08-06,43.98,43.6,44.49,42.91,6271.92
2024-08-07,43.29,42.6,43.98,42.2,8984.87
2024-08-08,42.28,42.4,43.26,41.33,7286.59
2024-08-09,42.85,41.8,43.5,41.8,5761.8
2024-08-12,41.59,41.52,42.24,41.01,5012.0
2024-08-13,41.53,42.18,42.19,41.24,4679.88
2024-08-14,42.21,41.77,42.59,41.58,4294.76
2024-08-15,41.62,42.15,43.14,41.1,6178.98
2024-08-16,42.18,42.32,43.24,41.94,6582.19
2024-08-19,42.32,41.45,42.9,41.44,5838.15
2024-08-20,41.55,40.09,41.88,40.03,6400.13
2024-08-21,40.14,40.77,41.29,37.3,7623.62
2024-08-22,40.38,40.0,40.98,39.59,5821.43
2024-08-23,39.6,40.38,40.68,39.22,6120.24
2024-08-26,40.38,40.82,41.45,40.01,5675.85
2024-08-27,40.4,40.8,42.96,40.4,9608.25
2024-08-28,42.0,42.71,44.48,41.0,15022.37
2024-08-29,42.01,43.65,44.06,42.01,9996.38
2024-08-30,43.41,44.63,45.39,43.41,9037.31
2024-09-02,43.78,42.85,44.78,42.58,9011.1
2024-09-03,42.19,43.8,44.4,42.19,8030.46
2024-09-04,43.18,44.2,44.68,43.18,5679.52
2024-09-05,44.2,44.12,45.5,43.45,6945.9
2024-09-06,44.4,42.79,44.7,42.73,5326.74
2024-09-09,42.55,42.23,43.2,42.1,5312.79
2024-09-10,42.31,42.69,43.08,41.6,5681.08
2024-09-11,42.27,42.86,43.2,42.02,5930.3
2024-09-12,43.05,41.46,43.5,41.13,8128.31
2024-09-13,40.44,40.51,41.34,40.26,11336.64
2024-09-18,40.0,39.83,42.0,39.47,6764.26
2024-09-19,39.39,40.08,40.98,39.04,6238.63
2024-09-20,40.73,39.06,40.73,38.88,5343.46
2024-09-23,39.34,38.74,39.72,38.42,4727.56
2024-09-24,39.5,41.36,41.44,38.53,7884.96
2024-09-25,41.7,42.58,43.46,41.68,10883.78
2024-09-26,42.58,46.26,46.38,42.35,12094.62
2024-09-27,47.32,49.09,49.48,46.38,9323.2
2024-09-30,51.15,57.84,58.58,51.15,19673.77
2024-10-08,69.41,68.0,69.41,61.0,34857.9
2024-10-09,62.61,60.15,65.88,58.77,30976.14
2024-10-10,62.0,60.4,64.39,59.45,18661.2
2024-10-11,60.77,55.13,60.77,54.7,16421.4
2024-10-14,55.13,57.8,58.22,53.41,14833.81
2024-10-15,57.59,56.18,59.48,55.98,20715.06
2024-10-16,54.98,53.48,55.3,53.03,14822.69
2024-10-17,53.8,54.14,55.8,53.8,10210.6
2024-10-18,54.18,58.4,60.77,53.65,22181.18
2024-10-21,59.01,59.76,62.88,58.76,20670.67
2024-10-22,59.19,59.8,61.38,57.9,13860.44
2024-10-23,59.42,58.2,60.33,58.0,10590.51
2024-10-24,57.98,58.38,59.2,56.62,9974.81
2024-10-25,58.4,59.2,59.97,57.31,10690.32
2024-10-28,59.2,59.4,59.55,57.88,11837.86
2024-10-29,59.44,57.75,60.18,57.5,12828.36
2024-10-30,57.89,57.88,58.14,56.61,9047.78
2024-10-31,56.01,56.2,56.8,54.04,19756.62
2024-11-01,58.41,51.75,59.1,51.6,33438.79
2024-11-04,52.2,52.0,52.9,51.02,19740.71
2024-11-05,52.8,54.28,54.77,51.3,19902.92
2024-11-06,54.37,53.7,55.66,53.04,21267.52
2024-11-07,53.02,54.44,54.67,52.71,13748.76
2024-11-08,55.95,56.39,59.3,54.55,27362.44
2024-11-11,57.4,60.67,61.48,57.4,27416.77
2024-11-12,61.99,60.21,62.48,59.59,26694.47
2024-11-13,59.38,60.64,61.2,58.94,17849.53
2024-11-14,60.04,57.45,60.49,57.37,14781.15
2024-11-15,56.98,54.15,57.97,54.01,12693.99
2024-11-18,54.43,51.4,54.43,50.98,15535.51
2024-11-19,51.98,53.92,54.15,51.48,14615.57
2024-11-20,53.82,53.45,54.16,52.0,12692.87
2024-11-21,53.33,53.02,53.88,52.1,10377.71
2024-11-22,52.91,49.63,53.17,49.57,16081.16
2024-11-25,50.33,49.56,50.38,48.02,12346.12
2024-11-26,48.95,48.63,50.2,48.26,8055.26
2024-11-27,48.45,49.22,49.33,47.13,9496.75
2024-11-28,49.29,48.72,49.5,48.55,10288.15
2024-11-29,48.57,49.67,50.5,47.85,12034.01
2024-12-02,49.67,51.49,51.59,49.26,13396.03
2024-12-03,51.5,50.52,51.77,49.6,12587.48
2024-12-04,50.99,51.47,53.49,50.9,19261.03
2024-12-05,52.09,52.67,53.88,51.51,14026.85
2024-12-06,52.5,52.02,53.55,51.25,15026.79
2024-12-09,51.88,50.34,51.88,49.5,15884.81
2024-12-10,51.9,51.06,52.2,50.86,17026.88
2024-12-11,51.8,51.15,51.8,50.01,10169.16
2024-12-12,51.19,51.4,51.45,50.22,11304.95
2024-12-13,50.91,49.91,51.0,49.87,12455.21
2024-12-16,49.99,48.75,49.99,48.49,9480.92
2024-12-17,48.75,47.46,48.98,47.15,8860.93
2024-12-18,47.46,47.46,48.32,46.29,7733.44
2024-12-19,46.99,47.88,48.11,46.5,6202.76
2024-12-20,48.13,50.59,51.2,47.26,17245.32
2024-12-23,50.58,47.81,50.83,47.51,12689.89
2024-12-24,48.06,47.82,48.4,46.12,15309.58
2024-12-25,47.79,47.17,48.2,46.71,6080.9
2024-12-26,47.16,48.4,49.2,46.92,9309.23
2024-12-27,48.21,47.64,49.15,47.4,9213.29
2024-12-30,47.3,46.67,47.97,46.04,8238.03
2024-12-31,46.83,44.87,47.0,44.87,9585.68
2025-01-02,44.87,43.06,45.27,42.56,7813.11
2025-01-03,43.06,42.61,44.5,42.6,9124.13
2025-01-06,42.68,42.53,43.28,41.4,7664.83
2025-01-07,42.6,43.45,43.78,42.21,5671.32
2025-01-08,43.29,42.96,43.58,41.76,7841.38
2025-01-09,42.68,42.6,43.98,42.51,5862.05
2025-01-10,42.53,41.5,43.7,41.5,7100.7
2025-01-13,41.0,42.08,42.57,40.6,6123.25
2025-01-14,42.35,44.15,44.4,41.98,8591.11
