date,open,close,high,low,volume
2024-01-02,41.97,41.86,42.17,40.89,59731.02
2024-01-03,41.82,40.54,41.82,40.24,64108.48
2024-01-04,40.54,39.46,40.64,39.3,47531.7
2024-01-05,39.38,36.88,39.42,36.42,144372.34
2024-01-08,36.8,36.53,37.42,36.46,72805.09
2024-01-09,36.61,36.12,37.1,35.8,69929.54
2024-01-10,36.03,36.62,37.37,35.75,65957.09
2024-01-11,36.89,38.06,38.47,36.61,75812.88
2024-01-12,37.89,39.69,40.02,37.53,141604.74
2024-01-15,39.46,38.35,39.63,37.98,83573.37
2024-01-16,38.33,39.17,39.54,38.03,64592.0
2024-01-17,38.93,38.24,39.08,38.05,40547.62
2024-01-18,38.01,38.59,38.77,36.98,67143.9
2024-01-19,38.48,36.9,38.83,36.89,69845.02
2024-01-22,36.88,35.76,37.04,35.34,58968.65
2024-01-23,35.76,38.09,39.03,35.76,127258.82
2024-01-24,38.09,37.57,38.95,36.51,72902.95
2024-01-25,37.78,37.48,37.78,36.34,72532.04
2024-01-26,37.03,36.62,37.25,36.14,71664.97
2024-01-29,36.67,34.74,36.81,34.36,93734.43
2024-01-30,34.36,34.19,35.34,34.15,47107.79
2024-01-31,34.8,34.65,35.95,34.16,119615.21
2024-02-01,34.94,35.5,36.5,34.3,105817.64
2024-02-02,35.54,34.65,35.87,33.87,92008.26
2024-02-05,34.44,34.71,35.14,32.27,107303.72
2024-02-06,33.89,37.58,37.66,33.64,104017.93
2024-02-07,37.43,39.26,39.41,37.41,119870.73
2024-02-08,39.28,39.15,42.21,38.64,150381.18
2024-02-19,39.26,38.34,39.46,37.69,97593.04
2024-02-20,38.09,38.09,38.77,37.56,52297.36
2024-02-21,37.82,38.59,39.54,37.58,96594.97
2024-02-22,38.33,37.69,39.34,37.31,128722.3
2024-02-23,37.57,36.99,37.65,36.69,115700.68
2024-02-26,36.98,37.37,37.72,36.38,94417.0
2024-02-27,37.06,37.99,37.99,36.91,72472.91
2024-02-28,38.01,37.47,39.55,37.46,127140.13
2024-02-29,37.19,38.07,38.16,37.1,77007.4
2024-03-01,38.11,38.2,38.48,37.64,70397.42
2024-03-04,38.04,38.77,39.07,37.95,86642.0
2024-03-05,38.43,38.21,38.67,37.8,86229.84
2024-03-06,37.83,41.28,42.01,37.83,269146.57
2024-03-07,40.93,38.92,41.11,38.78,173283.75
2024-03-08,38.79,40.14,40.52,38.79,113733.83
2024-03-11,40.05,43.23,43.39,40.05,240963.46
2024-03-12,43.04,43.68,45.19,42.9,191669.19
2024-03-13,43.48,44.86,46.07,43.44,215876.02
2024-03-14,44.76,45.13,45.28,43.76,139223.89
2024-03-15,45.05,44.76,46.75,43.97,156844.0
2024-03-18,45.07,45.3,45.94,44.74,125926.54
2024-03-19,44.86,44.59,45.35,44.39,85077.87
2024-03-20,44.42,43.48,44.59,43.19,113001.14
2024-03-21,44.05,45.27,45.94,43.69,189712.74
2024-03-22,45.15,45.65,46.1,44.56,108393.06
2024-03-25,45.65,46.18,47.41,45.18,142063.56
2024-03-26,45.94,45.1,46.03,44.42,100311.45
2024-03-27,45.45,43.29,45.45,43.2,83462.45
2024-03-28,43.5,43.28,44.19,43.12,67328.89
2024-03-29,43.31,43.46,44.22,42.83,53552.67
2024-04-01,43.11,45.1,45.31,42.87,97943.91
2024-04-02,45.05,44.59,45.58,44.27,64571.1
2024-04-03,44.53,43.66,44.53,43.29,57256.63
