date,open,close,high,low,volume
2024-01-02,4.2,4.19,4.22,4.13,2636152.5
2024-01-03,4.19,4.18,4.25,4.13,2540433.36
2024-01-04,4.17,4.1,4.17,4.09,2515889.98
2024-01-05,4.11,4.15,4.2,4.08,2882375.48
2024-01-08,4.17,4.21,4.35,4.16,4214351.06
2024-01-09,4.21,4.21,4.31,4.17,2580896.06
2024-01-10,4.2,4.14,4.22,4.13,1774185.08
2024-01-11,4.14,4.2,4.22,4.11,1762121.61
2024-01-12,4.2,4.17,4.22,4.15,1247310.56
2024-01-15,4.15,4.2,4.24,4.14,1408929.57
2024-01-16,4.21,4.25,4.25,4.15,1751534.47
2024-01-17,4.23,4.14,4.26,4.13,1744094.36
2024-01-18,4.12,4.18,4.19,4.07,2374719.96
2024-01-19,4.17,4.2,4.26,4.14,2304104.34
2024-01-22,4.18,4.03,4.2,4.02,2786239.95
2024-01-23,4.03,4.12,4.16,4.02,2347771.56
2024-01-24,4.12,4.19,4.19,4.06,2221298.92
2024-01-25,4.19,4.2,4.22,4.13,2166570.59
2024-01-26,4.18,4.24,4.27,4.16,2422010.47
2024-01-29,4.27,4.17,4.29,4.12,2461351.61
2024-01-30,4.13,4.07,4.16,4.07,1986531.55
2024-01-31,4.05,3.98,4.07,3.97,1919636.52
2024-02-01,3.98,4.1,4.18,3.97,2550910.09
2024-02-02,4.1,4.03,4.15,3.92,2269624.53
2024-02-05,3.98,3.95,4.03,3.86,3084683.49
2024-02-06,3.92,4.08,4.09,3.91,2900385.26
2024-02-07,4.06,4.13,4.17,4.03,2823805.57
2024-02-08,4.12,4.08,4.14,4.06,3050005.46
2024-02-19,4.12,4.26,4.26,4.08,3687071.14
2024-02-20,4.23,4.28,4.3,4.19,2167431.12
2024-02-21,4.25,4.34,4.42,4.24,3618650.33
2024-02-22,4.32,4.34,4.36,4.27,1959674.93
2024-02-23,4.34,4.34,4.39,4.29,1830806.82
2024-02-26,4.35,4.32,4.42,4.31,1989855.31
2024-02-27,4.31,4.35,4.35,4.29,1996209.9
2024-02-28,4.36,4.22,4.37,4.22,2471001.66
2024-02-29,4.2,4.45,4.45,4.19,3982875.91
2024-03-01,4.49,4.74,4.77,4.4,6355779.16
2024-03-04,4.76,4.64,4.76,4.59,4023269.4
2024-03-05,4.62,4.72,4.79,4.6,4507775.01
2024-03-06,4.69,4.7,4.8,4.66,3274199.95
2024-03-07,4.66,4.57,4.68,4.55,2919385.76
2024-03-08,4.57,4.64,4.66,4.57,2064444.33
2024-03-11,4.64,4.66,4.72,4.58,2336553.76
2024-03-12,4.66,4.57,4.66,4.55,2506156.99
2024-03-13,4.57,4.55,4.61,4.55,1710865.28
2024-03-14,4.53,4.52,4.57,4.48,1966697.49
2024-03-15,4.51,4.59,4.59,4.5,2161645.24
2024-03-18,4.57,4.59,4.65,4.5,2833452.67
2024-03-19,4.57,4.56,4.65,4.55,2238523.89
2024-03-20,4.54,4.52,4.6,4.47,2354481.05
2024-03-21,4.55,4.48,4.63,4.48,2909557.49
2024-03-22,4.46,4.4,4.47,4.37,2843826.21
2024-03-25,4.38,4.35,4.45,4.34,2025895.09
2024-03-26,4.35,4.39,4.43,4.33,2183888.3
2024-03-27,4.39,4.45,4.54,4.38,3348109.43
2024-03-28,4.45,4.57,4.61,4.42,3206051.74
2024-03-29,4.57,4.58,4.59,4.53,1523762.94
2024-04-01,4.64,5.05,5.05,4.63,9832104.86
