ts_code,ann_date,end_date,holder_name,hold_amount,hold_ratio,hold_float_ratio,hold_change,holder_type
688235.SH,20250514,20250331,交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF),3500000.0,0.2499,3.042,0.0,开放式投资基金
688235.SH,20250514,20250331,"BakerBrothersLifeSciences,L.P.及其联属实体",115749859.0,8.2657,,-9526751.0,一般企业
688235.SH,20250514,20250331,广州高新区科技控股集团有限公司,4476355.0,0.3196,3.8906,-314099.0,一般企业
688235.SH,20250514,20250331,上海混沌投资(集团)有限公司,3210100.0,0.2292,2.7901,,投资公司
688235.SH,20250514,20250331,中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金,3000122.0,0.2142,2.6075,100000.0,开放式投资基金
688235.SH,20250514,20250331,中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金,3581772.0,0.2557,3.1131,,开放式投资基金
688235.SH,20250514,20250331,"AmgenInc.,安进公司",246269426.0,17.5862,,0.0,一般企业
688235.SH,20250514,20250331,"HHLRFund,L.P.及其联属实体",92805741.0,6.6273,,-32240000.0,一般企业
688428.SH,20250514,20250331,中国银行股份有限公司-平安医疗健康灵活配置混合型证券投资基金,9406234.0,0.5336,3.5324,,开放式投资基金
688428.SH,20250514,20250331,招商银行股份有限公司-兴全合润混合型证券投资基金,12039154.0,0.683,4.5212,,开放式投资基金
688428.SH,20250514,20250331,中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金,9067019.0,0.5144,3.405,,开放式投资基金
688428.SH,20250514,20250331,SunlandBioMedLtd与JisongCui(崔霁松)家族,126600282.0,7.1827,,0.0,一般企业
688428.SH,20250514,20250331,HKSCCNOMINEESLIMITED,856006175.0,48.5658,,-1686000.0,一般企业
688428.SH,20250514,20250331,SunnyViewHoldingsLimited与RenbinZhao(赵仁滨)家族,144717893.0,8.2106,,0.0,一般企业
688428.SH,20250514,20250331,"HHLRFund,L.P.及其一致行动人",208671222.0,11.839,,0.0,一般企业
688428.SH,20250514,20250331,中国建设银行股份有限公司-富国精准医疗灵活配置混合型证券投资基金,12582004.0,0.7138,4.7251,-241364.0,开放式投资基金
688428.SH,20250514,20250331,中国农业银行股份有限公司-鹏华医药科技股票型证券投资基金,15213454.0,0.8631,5.7133,-3591459.0,开放式投资基金
688428.SH,20250514,20250331,KingBridgeInvestmentsLimited及其一致行动人,158588612.0,8.9975,,0.0,一般企业
688235.SH,20250514,20250331,CapitalResearchandManagementCompany及其联属实体,83908640.0,5.9919,,-12477251.0,一般企业
688235.SH,20250514,20250331,香港中央结算有限公司,8587610.0,0.6132,7.4639,1877023.0,一般企业
688599.SH,20250430,20250331,天合星元投资发展有限公司,45340012.0,2.0804,2.0804,0.0,投资公司
688599.SH,20250430,20250331,江苏清海投资有限公司,35156527.0,1.6131,1.6132,0.0,投资公司
688599.SH,20250430,20250331,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,43838126.0,2.0115,2.0115,-1765216.0,开放式投资基金
688599.SH,20250430,20250331,吴春艳,122855128.0,5.6371,5.6372,0.0,自然人
688599.SH,20250430,20250331,深圳市宏禹信息技术有限公司,108968215.0,4.9999,5.0,0.0,一般企业
688599.SH,20250430,20250331,高纪凡,264164914.0,12.1211,12.1212,0.0,自然人
688599.SH,20250430,20250331,江苏盘基投资有限公司,295495418.0,13.5587,13.5588,0.0,投资公司
688599.SH,20250430,20250331,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,61632833.0,2.828,2.828,-9788180.0,开放式投资基金
688599.SH,20250430,20250331,华福资本管理有限公司,233247120.0,10.7025,10.7025,0.0,资产管理公司
688234.SH,20250430,20250331,中信证券股份有限公司-嘉实上证科创板芯片交易型开放式指数证券投资基金,3698738.0,0.8607,1.2312,-891.0,开放式投资基金
688234.SH,20250430,20250331,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,6915843.0,1.6094,2.3021,-278272.0,开放式投资基金
688234.SH,20250430,20250331,香港中央结算有限公司,4548062.0,1.0584,1.514,1859840.0,一般企业
688234.SH,20250430,20250331,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,9684080.0,2.2536,3.2236,-1967933.0,开放式投资基金
688234.SH,20250430,20250331,哈勃科技创业投资有限公司,27262500.0,6.3443,9.0751,0.0,风险投资公司
688234.SH,20250430,20250331,上海铸傲企业管理中心(有限合伙),12900000.0,3.002,4.2942,,一般企业
688189.SH,20250430,20250331,中国银行股份有限公司-大成景恒混合型证券投资基金,2973846.0,1.0837,1.0838,0.0,开放式投资基金
688189.SH,20250430,20250331,广州霆霖科技发展有限公司,1382162.0,0.5037,0.5037,-2537838.0,一般企业
688189.SH,20250430,20250331,湖南医药发展投资集团有限公司,78400000.0,28.5714,28.5714,0.0,投资公司
688189.SH,20250430,20250331,广州乾元投资咨询合伙企业(有限合伙),43120000.0,15.7142,15.7143,0.0,投资公司
688189.SH,20250430,20250331,钟家才,1313815.0,0.4787,0.4788,,自然人
688189.SH,20250430,20250331,朱军,2390000.0,0.8709,0.871,555500.0,自然人
688065.SH,20250430,20250331,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,16393224.0,2.2727,2.8101,-2871044.0,开放式投资基金
688567.SH,20250430,20250331,梅赛德斯-奔驰(中国)投资有限公司,32120091.0,2.6282,2.6283,0.0,投资公司
688161.SH,20250430,20250331,国泰君安证券股份有限公司,617775.0,0.1544,0.1544,,金融机构—证券公司
688048.SH,20250430,20250331,华泰创新投资有限公司,1322100.0,0.75,1.3271,0.0,投资公司
688048.SH,20250430,20250331,苏州长光华芯光电技术股份有限公司回购专用账户,1000000.0,0.5672,1.0038,0.0,其他金融产品
688048.SH,20250430,20250331,任向敏,972572.0,0.5517,0.9762,,自然人
688048.SH,20250430,20250331,泰康人寿保险有限责任公司-投连-创新动力,1318140.0,0.7477,1.3231,,保险投资组合
688048.SH,20250430,20250331,全国社保基金一一四组合,2322826.0,1.3176,2.3316,0.0,社保基金、社保机构
688048.SH,20250430,20250331,香港中央结算有限公司,1532332.0,0.8692,1.5381,-21524.0,一般企业
688048.SH,20250430,20250331,国投(上海)创业投资管理有限公司-国投(上海)科技成果转化创业投资基金企业(有限合伙),10419882.0,5.9109,10.4591,0.0,风险投资公司
688048.SH,20250430,20250331,詹国强,1420000.0,0.8055,1.4253,,自然人
688048.SH,20250430,20250331,伊犁苏新投资基金合伙企业(有限合伙),6900815.0,3.9146,6.9268,-1411159.0,投资公司
688048.SH,20250430,20250331,武汉达润投资管理有限公司-宁波璞玉股权投资合伙企业(有限合伙),6138814.0,3.4824,6.1619,0.0,风险投资公司
688567.SH,20250430,20250331,FarasisEnergy(AsiaPacific)Limited,242874025.0,19.8734,19.8734,0.0,一般企业
688409.SH,20250430,20250331,中国光大银行股份有限公司-汇安泓阳三年持有期混合型证券投资基金,1418088.0,0.4631,0.8002,,开放式投资基金
688409.SH,20250430,20250331,国投(上海)创业投资管理有限公司-国投(上海)科技成果转化创业投资基金企业(有限合伙),37645989.0,12.2941,21.2433,-2778477.0,风险投资公司
688347.SH,20250509,20250331,"联和国际有限公司(Sino-AllianceInternational,Ltd.)",160545541.0,9.3034,,0.0,一般企业
688007.SH,20250430,20250331,深圳光峰控股有限公司,79762679.0,17.3664,17.3665,0.0,一般企业
688347.SH,20250509,20250331,上海国际集团资产管理有限公司,8173846.0,0.4736,2.0881,-1441538.0,资产管理公司
688007.SH,20250430,20250331,深圳市光峰达业投资有限合伙企业(有限合伙),17056167.0,3.7135,3.7136,0.0,投资公司
688458.SH,20250430,20250331,WIHARPERFUNDVIIHONGKONGLIMITED,7513729.0,6.7365,8.9504,-957000.0,一般企业
688275.SH,20250430,20250331,中金公司-中国银行-中金丰众67号员工参与科创板战略配售集合资产管理计划,1476319.0,1.1705,1.7451,0.0,券商集合资产管理计划
688275.SH,20250430,20250331,东海证券股份有限公司,2265680.0,1.7964,2.6782,0.0,金融机构—证券公司
688065.SH,20250430,20250331,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,11731661.0,1.6264,2.011,-474122.0,开放式投资基金
688065.SH,20250430,20250331,招银国际资本管理(深圳)有限公司-深圳市招银朗曜成长股权投资基金合伙企业(有限合伙),12400455.0,1.7192,2.1256,0.0,风险投资公司
688065.SH,20250430,20250331,HBMHealthcareInvestments(Cayman)Ltd.,35621436.0,4.9385,6.1061,0.0,一般企业
688065.SH,20250430,20250331,天津四通陇彤缘企业管理合伙企业(有限合伙),21303563.0,2.9535,3.6518,-660000.0,一般企业
688065.SH,20250430,20250331,山西潞安矿业(集团)有限责任公司,52007550.0,7.2103,8.9149,0.0,一般企业
688065.SH,20250430,20250331,上海曜修生物技术合伙企业(有限合伙),116655640.0,16.1731,19.9966,0.0,一般企业
688065.SH,20250430,20250331,四川天府银行股份有限公司营业部,20130909.0,2.7909,3.4507,0.0,金融机构—银行
688065.SH,20250430,20250331,CathayIndustrialBiotechLtd.,48543681.0,6.7301,8.3211,0.0,一般企业
688351.SH,20250430,20250331,泰康人寿保险有限责任公司-分红-个人分红-019L-FH002沪,1776050.0,0.3774,1.4224,,保险投资组合
688499.SH,20250430,20250331,曾巧美,859661.0,0.5094,0.5095,-3000.0,自然人
688499.SH,20250430,20250331,吴波,985917.0,0.5843,0.5843,,自然人
688499.SH,20250430,20250331,于海恒,880000.0,0.5215,0.5215,,自然人
688499.SH,20250430,20250331,宁波梅山保税港区奕荣投资管理合伙企业(有限合伙),1406234.0,0.8334,0.8334,0.0,投资公司
688499.SH,20250430,20250331,宁波梅山保税港区弘邦投资管理合伙企业(有限合伙),3900311.0,2.3115,2.3116,0.0,投资公司
688499.SH,20250430,20250331,深圳市汉清达科技有限公司,1602981.0,0.95,0.95,0.0,一般企业
688499.SH,20250430,20250331,卢家红,3303075.0,1.9576,1.9576,0.0,自然人
688499.SH,20250430,20250331,杨竣凯,1042847.0,0.618,0.6181,0.0,自然人
688499.SH,20250430,20250331,惠州市利元亨投资有限公司,56381965.0,33.4157,33.4158,0.0,投资公司
688499.SH,20250430,20250331,彭凯,1836110.0,1.0882,1.0882,0.0,自然人
871960.BJ,20250430,20250331,泰康人寿保险有限责任公司-分红-个人分红-019L-FH002沪,1776050.0,0.3774,1.4224,,保险投资组合
688189.SH,20250430,20250331,陈保华,2551112.0,0.9297,0.9297,0.0,自然人
688189.SH,20250430,20250331,周惠国,880000.0,0.3206,0.3207,,自然人
688189.SH,20250430,20250331,崔怀建,1503551.0,0.5479,0.5479,23619.0,自然人
688189.SH,20250430,20250331,李新志,1442000.0,0.5255,0.5255,0.0,自然人
688234.SH,20250430,20250331,海通新能源私募股权投资管理有限公司-辽宁中德产业股权投资基金合伙企业(有限合伙),23700878.0,5.5155,7.8896,-2819000.0,风险投资公司
688234.SH,20250430,20250331,辽宁海通新能源低碳产业股权投资基金有限公司,7477863.0,1.7402,2.4892,-754100.0,风险投资公司
688234.SH,20250430,20250331,中建材私募基金管理(北京)有限公司-国材股权投资基金(济南)合伙企业(有限合伙),38673994.0,9.0,12.8738,0.0,风险投资公司
688234.SH,20250430,20250331,上海麦明企业管理中心(有限合伙),23133000.0,5.3833,7.7005,,一般企业
688567.SH,20250430,20250331,浙江欣迈捷企业管理有限公司,32044126.0,2.622,2.622,0.0,一般企业
688051.SH,20250430,20250331,何毅,543594.0,0.7029,0.7029,-4825.0,自然人
688051.SH,20250430,20250331,李劲,2500000.0,3.2327,3.2327,0.0,自然人
688298.SH,20250430,20250331,安吉涌威创业投资合伙企业(有限合伙),20785767.0,10.3104,10.3104,0.0,风险投资公司
688298.SH,20250430,20250331,香港中央结算有限公司,2287459.0,1.1346,1.1347,507780.0,一般企业
688051.SH,20250430,20250331,上海百昱信息技术有限公司,24463099.0,31.633,31.633,0.0,一般企业
688298.SH,20250430,20250331,安吉福浪莱进出口贸易有限公司,39312000.0,19.5,19.5,0.0,一般企业
688298.SH,20250430,20250331,中国工商银行股份有限公司-融通健康产业灵活配置混合型证券投资基金,4221779.0,2.0941,2.0941,-488962.0,开放式投资基金
688161.SH,20250430,20250331,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,1045665.0,0.2614,0.2614,,保险投资组合
688246.SH,20250430,20250331,易方达基金管理有限公司-社保基金17042组合,1568345.0,1.1399,1.5536,131167.0,其他金融产品
688246.SH,20250430,20250331,国寿成达(上海)健康产业股权投资中心(有限合伙),16812069.0,12.2193,16.6535,0.0,风险投资公司
688368.SH,20250430,20250331,海南晶哲瑞创业投资合伙企业(有限合伙),13350199.0,15.2006,15.2007,-903631.0,风险投资公司
688368.SH,20250430,20250331,上海思勰投资管理有限公司-思勰投资思源8号私募证券投资基金,1761305.0,2.0054,2.0054,0.0,其他金融产品
688368.SH,20250430,20250331,香港中央结算有限公司,907335.0,1.033,1.0331,,一般企业
688368.SH,20250430,20250331,全国社保基金四零六组合,666282.0,0.7586,0.7586,,社保基金、社保机构
688016.SH,20250430,20250331,MicroPortEndovascularCHINACorp.Limited,49025370.0,39.7732,39.7733,0.0,一般企业
688065.SH,20250430,20250331,山西科技创新城投资开发有限公司,40139958.0,5.565,6.8806,0.0,投资公司
688368.SH,20250430,20250331,招商银行股份有限公司-嘉实科技创新混合型证券投资基金,1128493.0,1.2849,1.2849,424887.0,开放式投资基金
688368.SH,20250430,20250331,中国建设银行股份有限公司-嘉实创新先锋混合型证券投资基金,899756.0,1.0244,1.0245,0.0,开放式投资基金
688368.SH,20250430,20250331,上海烜鼎私募基金管理有限公司-烜鼎星宿6号私募证券投资基金,1761305.0,2.0054,2.0054,0.0,其他金融产品
688368.SH,20250430,20250331,中国建设银行股份有限公司-嘉实前沿科技沪港深股票型证券投资基金,952169.0,1.0841,1.0841,238438.0,开放式投资基金
688368.SH,20250430,20250331,胡黎强,21428995.0,24.3992,24.3992,0.0,自然人
688368.SH,20250430,20250331,夏风,19630184.0,22.3511,22.3511,0.0,自然人
688236.SH,20250430,20250331,北京市春立正达医疗器械股份有限公司回购专用证券账户,868145.0,0.2263,1.0948,,其他金融产品
688506.SH,20250430,20250331,OAPIII(HK)Limited,28527171.0,7.114,30.9841,0.0,一般企业
688709.SH,20250430,20250331,四川省国投资产托管有限责任公司,12000000.0,1.8842,5.5066,,投资公司
688709.SH,20250430,20250331,成都创新风险投资有限公司,20549133.0,3.2266,9.4296,,资产管理公司
688709.SH,20250430,20250331,联通创新创业投资有限公司,1912045.0,0.3002,0.8774,,风险投资公司
688709.SH,20250430,20250331,中信证券股份有限公司-嘉实上证科创板芯片交易型开放式指数证券投资基金,1790906.0,0.2812,0.8218,13289.0,开放式投资基金
688709.SH,20250430,20250331,成都华微同创共享企业管理中心(有限合伙),12850171.0,2.0177,5.8967,,一般企业
688709.SH,20250430,20250331,成都华微共融众创企业管理中心(有限合伙),9974703.0,1.5662,4.5772,,一般企业
688709.SH,20250430,20250331,成都华微展飞伙伴企业管理中心(有限合伙),15635708.0,2.4551,7.1749,,一般企业
688709.SH,20250430,20250331,车坚,1796527.0,0.282,0.8244,452049.0,自然人
688709.SH,20250430,20250331,中国银行股份有限公司-华夏行业景气混合型证券投资基金,4991568.0,0.7837,2.2905,,开放式投资基金
688599.SH,20250430,20250331,香港中央结算有限公司,163518291.0,7.503,7.503,32026444.0,一般企业
830805.BJ,20250430,20250331,刘校嘉,1039000.0,0.5515,0.5969,,自然人
830805.BJ,20250430,20250331,朱光葵,9419489.0,5.0,5.4115,,自然人
688168.SH,20250430,20250331,侯守山,546657.0,0.7112,0.7113,,自然人
688168.SH,20250430,20250331,石河子市崚盛股权投资合伙企业(有限合伙),8710358.0,11.3334,11.3335,0.0,风险投资公司
688168.SH,20250430,20250331,黄志伟,1665131.0,2.1665,2.1666,,自然人
688561.SH,20250430,20250331,国投(上海)创业投资管理有限公司-国投(上海)科技成果转化创业投资基金企业(有限合伙),20852100.0,3.0433,3.0433,0.0,风险投资公司
688561.SH,20250430,20250331,宁波梅山保税港区安源创志股权投资合伙企业(有限合伙),49679460.0,7.2506,7.2507,0.0,风险投资公司
688561.SH,20250430,20250331,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,11025152.0,1.6091,1.6091,-444233.0,开放式投资基金
688360.SH,20250430,20250331,刘校嘉,1039000.0,0.5515,0.5969,,自然人
688360.SH,20250430,20250331,朱光葵,9419489.0,5.0,5.4115,,自然人
688187.SH,20250430,20250331,HKSCCNOMINEESLIMITED,499117566.0,36.4495,,-37306100.0,一般企业
839570.BJ,20250430,20250331,侯守山,546657.0,0.7112,0.7113,,自然人
688409.SH,20250430,20250331,中信证券股份有限公司-嘉实上证科创板芯片交易型开放式指数证券投资基金,3328986.0,1.0871,1.8785,17016.0,开放式投资基金
688409.SH,20250430,20250331,中国农业银行股份有限公司-东方人工智能主题混合型证券投资基金,5693771.0,1.8594,3.2129,564794.0,开放式投资基金
688409.SH,20250430,20250331,中国建设银行股份有限公司-南方信息创新混合型证券投资基金,4255758.0,1.3898,2.4015,0.0,开放式投资基金
688409.SH,20250430,20250331,海通新能源私募股权投资管理有限公司-辽宁中德产业股权投资基金合伙企业(有限合伙),14800000.0,4.8332,8.3515,0.0,风险投资公司
688221.SH,20250430,20250331,JOCocoloLimited,3500000.0,0.9343,0.9344,0.0,一般企业
688409.SH,20250430,20250331,国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金,1515393.0,0.4948,0.8551,-860411.0,开放式投资基金
688009.SH,20250430,20250331,HKSCCNOMINEESLIMITED,1967800700.0,18.582,,5750.0,一般企业
688620.SH,20250430,20250331,广州凯思基金管理有限公司-广州凯得瞪羚创业投资合伙企业(有限合伙),3463040.0,0.8834,1.5148,0.0,风险投资公司
688620.SH,20250430,20250331,广州越秀产业投资基金管理股份有限公司-广州越秀金蝉二期股权投资基金合伙企业(有限合伙),2995184.0,0.764,1.3102,-1161416.0,风险投资公司
688246.SH,20250430,20250331,中国工商银行股份有限公司-易方达新常态灵活配置混合型证券投资基金,1874160.0,1.3621,1.8565,,开放式投资基金
688246.SH,20250430,20250331,中国银行股份有限公司-招商产业精选股票型证券投资基金,2300000.0,1.6716,2.2783,-700000.0,开放式投资基金
688246.SH,20250430,20250331,中国建设银行股份有限公司-长城消费增值混合型证券投资基金,1900058.0,1.381,1.8821,,开放式投资基金
688246.SH,20250430,20250331,苏州赛富璞鑫医疗健康产业投资中心(有限合伙),4604868.0,3.3469,4.5614,0.0,风险投资公司
688371.SH,20250430,20250331,蔡伟林,1404888.0,0.4187,1.1067,,自然人
688246.SH,20250430,20250331,北京龙宇坊商业管理有限公司,1692000.0,1.2297,1.676,-1072980.0,一般企业
688246.SH,20250430,20250331,上海浦东发展银行股份有限公司-鹏华创新未来混合型证券投资基金(LOF),1770121.0,1.2865,1.7534,,开放式投资基金
688246.SH,20250430,20250331,弘云久康数据技术(北京)有限公司,9861786.0,7.1677,9.7688,0.0,一般企业
688246.SH,20250430,20250331,中国银行股份有限公司-易方达医疗保健行业混合型证券投资基金,2777715.0,2.0188,2.7515,,开放式投资基金
688347.SH,20250509,20250331,中信证券股份有限公司-嘉实上证科创板芯片交易型开放式指数证券投资基金,7017572.0,0.4066,1.7928,,开放式投资基金
688007.SH,20250430,20250331,中国银行股份有限公司-易方达稳健收益债券型证券投资基金,6866571.0,1.495,1.495,0.0,开放式投资基金
688347.SH,20250509,20250331,华芯投资管理有限责任公司-国家集成电路产业投资基金二期股份有限公司,48334249.0,2.8009,12.3478,0.0,风险投资公司
688347.SH,20250509,20250331,香港中央结算(代理人)有限公司(HKSCCNOMINEESLIMITED),696195352.0,40.3438,,13306462.0,一般企业
688007.SH,20250430,20250331,骆晓彬,8979004.0,1.9549,1.955,429000.0,自然人
688007.SH,20250430,20250331,香港中央结算有限公司,7475665.0,1.6276,1.6277,3912008.0,一般企业
688007.SH,20250430,20250331,深圳市光峰成业咨询合伙企业(有限合伙),10394846.0,2.2632,2.2632,0.0,投资公司
688347.SH,20250509,20250331,"上海华虹国际公司(ShanghaiHuaHongInternational,Inc.)",347605650.0,20.1434,,0.0,一般企业
688347.SH,20250509,20250331,中信证券股份有限公司,10995393.0,0.6371,2.809,,金融机构—证券公司
688007.SH,20250430,20250331,深圳市原石激光产业投资咨询合伙企业(有限合伙),24139500.0,5.2558,5.2558,0.0,风险投资公司
688007.SH,20250430,20250331,深圳市光峰宏业投资有限合伙企业(有限合伙),13601344.0,2.9613,2.9614,0.0,投资公司
688347.SH,20250509,20250331,中国国有企业结构调整基金二期股份有限公司,10697339.0,0.6199,2.7328,-12379584.0,一般企业
688051.SH,20250430,20250331,张嫱,480000.0,0.6206,0.6207,,自然人
688051.SH,20250430,20250331,李增亮,1500000.0,1.9396,1.9396,0.0,自然人
688051.SH,20250430,20250331,苏湘,898968.0,1.1624,1.1624,0.0,自然人
688051.SH,20250430,20250331,共青城华云投资管理合伙企业(有限合伙),8952485.0,11.5763,11.5764,0.0,投资公司
688051.SH,20250430,20250331,李玮,12089574.0,15.6329,15.6329,0.0,自然人
688051.SH,20250430,20250331,吴伟,524000.0,0.6775,0.6776,-54918.0,自然人
688298.SH,20250430,20250331,FangsHoldingsLimitedLiabilityCompany,37800000.0,18.75,18.75,0.0,一般企业
688298.SH,20250430,20250331,招商银行股份有限公司-广发价值核心混合型证券投资基金,4006157.0,1.9871,1.9872,0.0,开放式投资基金
688298.SH,20250430,20250331,汇添富基金管理股份有限公司-社保基金四二三组合,865944.0,0.4295,0.4295,-344779.0,社保基金、社保机构
688298.SH,20250430,20250331,招商银行股份有限公司-南方中证1000交易型开放式指数证券投资基金,895776.0,0.4443,0.4443,-72741.0,开放式投资基金
688511.SH,20250430,20250331,林楚生,754504.0,0.7337,0.7337,140877.0,自然人
688409.SH,20250430,20250331,招商银行股份有限公司-南方科创板3年定期开放混合型证券投资基金,1667740.0,0.5446,0.9411,,开放式投资基金
688409.SH,20250430,20250331,辽宁科发实业有限公司,14800000.0,4.8332,8.3515,0.0,一般企业
688409.SH,20250430,20250331,中国建设银行股份有限公司-银华集成电路混合型证券投资基金,6902120.0,2.254,3.8948,396308.0,开放式投资基金
688168.SH,20250430,20250331,杨俊武,706632.0,0.9194,0.9194,-179958.0,自然人
688007.SH,20250430,20250331,南通海峡光峰投资合伙企业(有限合伙),18381208.0,4.002,4.0021,0.0,投资公司
688007.SH,20250430,20250331,深圳市金镭晶投资有限合伙企业(有限合伙),9892706.0,2.1539,2.1539,0.0,投资公司
688347.SH,20250509,20250331,"鑫芯(香港)投资有限公司(Xinxin(Hongkong)CapitalCo.,Limited)",112162939.0,6.4997,,-6333000.0,投资公司
688347.SH,20250509,20250331,无锡市创新投资集团有限公司,7692307.0,0.4457,1.9651,0.0,投资公司
688139.SH,20250430,20250331,施罗德投资管理(香港)有限公司-施罗德环球基金系列中国A股(交易所),7807488.0,2.4555,2.4556,0.0,其他金融产品
839570.BJ,20250430,20250331,石河子市崚盛股权投资合伙企业(有限合伙),8710358.0,11.3334,11.3335,0.0,风险投资公司
839570.BJ,20250430,20250331,黄志伟,1665131.0,2.1665,2.1666,,自然人
688561.SH,20250430,20250331,天津奇安叁号科技合伙企业(有限合伙),22247460.0,3.2469,3.247,0.0,一般企业
688561.SH,20250430,20250331,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,15406123.0,2.2485,2.2485,-2517806.0,开放式投资基金
688561.SH,20250430,20250331,中电金投控股有限公司,36280544.0,5.295,5.2951,0.0,一般企业
688561.SH,20250430,20250331,北京金融街资本运营集团有限公司,9591907.0,1.3999,1.3999,-7080216.0,资产管理公司
688561.SH,20250430,20250331,产业投资基金有限责任公司,12558140.0,1.8328,1.8328,0.0,风险投资公司
688561.SH,20250430,20250331,宁波梅山保税港区明洛投资管理合伙企业(有限合伙),121962240.0,17.8002,17.8002,0.0,投资公司
688561.SH,20250430,20250331,齐向东,149561640.0,21.8283,21.8283,0.0,自然人
833990.BJ,20250430,20250331,台州赛纳投资咨询合伙企业(有限合伙),5727120.0,3.4455,3.4455,0.0,投资公司
833990.BJ,20250430,20250331,中国银行股份有限公司-华夏行业景气混合型证券投资基金,3669705.0,2.2077,2.2077,0.0,开放式投资基金
839570.BJ,20250430,20250331,杨俊武,706632.0,0.9194,0.9194,-179958.0,自然人
688051.SH,20250430,20250331,上海普纲企业管理中心(有限合伙),2500000.0,3.2327,3.2327,0.0,一般企业
688298.SH,20250430,20250331,招商银行股份有限公司-南方科创板3年定期开放混合型证券投资基金,780936.0,0.3873,0.3874,0.0,开放式投资基金
688298.SH,20250430,20250331,黄业行,802366.0,0.3979,0.398,,自然人
688310.SH,20250430,20250331,台州赛纳投资咨询合伙企业(有限合伙),5727120.0,3.4455,3.4455,0.0,投资公司
688310.SH,20250430,20250331,中国银行股份有限公司-华夏行业景气混合型证券投资基金,3669705.0,2.2077,2.2077,0.0,开放式投资基金
688211.SH,20250430,20250331,中科微至科技股份有限公司-第二期员工持股计划,530400.0,0.403,0.8159,0.0,其他金融产品
688139.SH,20250430,20250331,青岛海尔生物医疗股份有限公司回购专用证券账户,3675444.0,1.1559,1.156,,其他金融产品
688168.SH,20250430,20250331,田显环,623820.0,0.8116,0.8117,,自然人
688168.SH,20250430,20250331,陈琳,665974.0,0.8665,0.8665,,自然人
688168.SH,20250430,20250331,武汉光谷烽火产业投资基金合伙企业(有限合伙),637266.0,0.8291,0.8292,-750551.0,风险投资公司
688168.SH,20250430,20250331,元沣(深圳)资产管理有限公司-元沣顺赢1号私募证券投资基金,1115898.0,1.4519,1.452,-86343.0,其他金融产品
688168.SH,20250430,20250331,叶峥嵘,1133566.0,1.4749,1.4749,,自然人
688168.SH,20250430,20250331,钟竹,18204578.0,23.6868,23.6869,0.0,自然人
688709.SH,20250430,20250331,成都华微众志共创企业管理中心(有限合伙),48776536.0,7.659,22.3825,,一般企业
688135.SH,20250430,20250331,潘家明,2089586.0,1.0385,1.0385,-3000.0,自然人
688135.SH,20250430,20250331,黄江,59948510.0,29.7942,29.7943,0.0,自然人
688135.SH,20250430,20250331,赵吉,5000000.0,2.4849,2.485,0.0,自然人
688135.SH,20250430,20250331,黄主,6324900.0,3.1434,3.1435,0.0,自然人
688135.SH,20250430,20250331,洪振辉,1881016.0,0.9348,0.9349,-565440.0,自然人
688135.SH,20250430,20250331,瞿昊,7181680.0,3.5692,3.5693,0.0,自然人
688135.SH,20250430,20250331,徐杰锋,5582500.0,2.7744,2.7745,0.0,自然人
688135.SH,20250430,20250331,赵建平,3900000.0,1.9382,1.9383,300000.0,自然人
688135.SH,20250430,20250331,张利平,6205887.0,3.0843,3.0843,0.0,自然人
688135.SH,20250430,20250331,海南扬致企业管理合伙企业(有限合伙),1750150.0,0.8698,0.8698,0.0,一般企业
688525.SH,20250430,20250331,惠州红土投资管理有限公司-珠海市红土湛卢股权投资合伙企业(有限合伙),4821732.0,1.1181,1.5196,-594922.0,风险投资公司
688525.SH,20250430,20250331,招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金,17068216.0,3.9579,5.3791,-2006698.0,开放式投资基金
688525.SH,20250430,20250331,中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金,12145863.0,2.8164,3.8278,-488461.0,开放式投资基金
688185.SH,20250430,20250331,DONGXUQIU(邱东旭),17114200.0,6.9162,5.2542,0.0,自然人
688185.SH,20250430,20250331,HELENHUIHUAMAO(毛慧华),9206828.0,3.7206,3.8417,0.0,自然人
688557.SH,20250430,20250331,吴耀宇,801804.0,0.7844,0.7845,,自然人
688185.SH,20250430,20250331,HKSCCNOMINEESLIMITED,97857297.0,39.5463,,0.0,一般企业
688185.SH,20250430,20250331,XUEFENGYU(宇学峰),17974200.0,7.2637,5.4749,0.0,自然人
